Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 11/21/2016 11:36:15 AM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI
Average non-exclusion probability (second parent):             0.8175
Average non-exclusion probability (parent pair):               0.7249
Average non-exclusion probability (identity):                  0.3853
Average non-exclusion probability (sib identity):              0.6061


**** Locus dDocent_Contig_30588_133 ****

Allele  Count    Hets     Homs     Freq  
     1     2075      837      619  0.5426
     2     1749      837      456  0.4574

Number of individuals typed:                                1912
  Heterozygotes:                                             837
  Homozygotes:                                              1075
Number of alleles:                                             2
Observed heterozygosity:                                       0.4378
Expected heterozygosity:                                       0.4965
Polymorphic information content (PIC):                         0.3732
Average non-exclusion probability (first parent):              0.8768
Average non-exclusion probability (second parent):             0.8134
Average non-exclusion probability (parent pair):               0.7199
Average non-exclusion probability (identity):                  0.3768
Average non-exclusion probability (sib identity):              0.5960


**** Locus dDocent_Contig_30593_43 ****

Allele  Count    Hets     Homs     Freq  
     1     1903      905      499  0.4997
     2     1905      905      500  0.5003

Number of individuals typed:                                1904
  Heterozygotes:                                             905
  Homozygotes:                                               999
Number of alleles:                                             2
Observed heterozygosity:                                       0.4753
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938


**** Locus dDocent_Contig_30726_60 ****

Allele  Count    Hets     Homs     Freq  
     1     1585      867      359  0.4184
     2     2203      867      668  0.5816

Number of individuals typed:                                1894
  Heterozygotes:                                             867
  Homozygotes:                                              1027
Number of alleles:                                             2
Observed heterozygosity:                                       0.4578
Expected heterozygosity:                                       0.4868
Polymorphic information content (PIC):                         0.3683
Average non-exclusion probability (first parent):              0.8816
Average non-exclusion probability (second parent):             0.8159
Average non-exclusion probability (parent pair):               0.7229
Average non-exclusion probability (identity):                  0.3819
Average non-exclusion probability (sib identity):              0.6021


**** Locus dDocent_Contig_30863_109 ****

Allele  Count    Hets     Homs     Freq  
     1     2252      920      666  0.5819
     2     1618      920      349  0.4181

Number of individuals typed:                                1935
  Heterozygotes:                                             920
  Homozygotes:                                              1015
Number of alleles:                                             2
Observed heterozygosity:                                       0.4755
Expected heterozygosity:                                       0.4867
Polymorphic information content (PIC):                         0.3682
Average non-exclusion probability (first parent):              0.8816
Average non-exclusion probability (second parent):             0.8159
Average non-exclusion probability (parent pair):               0.7230
Average non-exclusion probability (identity):                  0.3820
Average non-exclusion probability (sib identity):              0.6022


**** Locus dDocent_Contig_30933_52 ****

Allele  Count    Hets     Homs     Freq  
     1     1580      852      364  0.4158
     2     2220      852      684  0.5842

Number of individuals typed:                                1900
  Heterozygotes:                                             852
  Homozygotes:                                              1048
Number of alleles:                                             2
Observed heterozygosity:                                       0.4484
Expected heterozygosity:                                       0.4859
Polymorphic information content (PIC):                         0.3678
Average non-exclusion probability (first parent):              0.8820
Average non-exclusion probability (second parent):             0.8161
Average non-exclusion probability (parent pair):               0.7232
Average non-exclusion probability (identity):                  0.3824
Average non-exclusion probability (sib identity):              0.6027


**** Locus dDocent_Contig_30975_7 ****

Allele  Count    Hets     Homs     Freq  
     1     1879      911      484  0.4968
     2     1903      911      496  0.5032

Number of individuals typed:                                1891
  Heterozygotes:                                             911
  Homozygotes:                                               980
Number of alleles:                                             2
Observed heterozygosity:                                       0.4818
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938


**** Locus dDocent_Contig_30998_132 ****

Allele  Count    Hets     Homs     Freq  
     1     1699      937      381  0.4408
     2     2155      937      609  0.5592

Number of individuals typed:                                1927
  Heterozygotes:                                             937
  Homozygotes:                                               990
Number of alleles:                                             2
Observed heterozygosity:                                       0.4862
Expected heterozygosity:                                       0.4931
Polymorphic information content (PIC):                         0.3715
Average non-exclusion probability (first parent):              0.8785
Average non-exclusion probability (second parent):             0.8143
Average non-exclusion probability (parent pair):               0.7209
Average non-exclusion probability (identity):                  0.3786
Average non-exclusion probability (sib identity):              0.5981


**** Locus dDocent_Contig_31250_36 ****

Allele  Count    Hets     Homs     Freq  
     1     1636      882      377  0.4258
     2     2206      882      662  0.5742

Number of individuals typed:                                1921
  Heterozygotes:                                             882
  Homozygotes:                                              1039
Number of alleles:                                             2
Observed heterozygosity:                                       0.4591
Expected heterozygosity:                                       0.4891
Polymorphic information content (PIC):                         0.3694
Average non-exclusion probability (first parent):              0.8804
Average non-exclusion probability (second parent):             0.8153
Average non-exclusion probability (parent pair):               0.7222
Average non-exclusion probability (identity):                  0.3807
Average non-exclusion probability (sib identity):              0.6007


**** Locus dDocent_Contig_31421_130 ****

Allele  Count    Hets     Homs     Freq  
     1     2188      902      643  0.5680
     2     1664      902      381  0.4320

Number of individuals typed:                                1926
  Heterozygotes:                                             902
  Homozygotes:                                              1024
Number of alleles:                                             2
Observed heterozygosity:                                       0.4683
Expected heterozygosity:                                       0.4909
Polymorphic information content (PIC):                         0.3703
Average non-exclusion probability (first parent):              0.8796
Average non-exclusion probability (second parent):             0.8148
Average non-exclusion probability (parent pair):               0.7217
Average non-exclusion probability (identity):                  0.3798
Average non-exclusion probability (sib identity):              0.5996


**** Locus dDocent_Contig_31436_61 ****

Allele  Count    Hets     Homs     Freq  
     1     2258      906      676  0.5841
     2     1608      906      351  0.4159

Number of individuals typed:                                1933
  Heterozygotes:                                             906
  Homozygotes:                                              1027
Number of alleles:                                             2
Observed heterozygosity:                                       0.4687
Expected heterozygosity:                                       0.4860
Polymorphic information content (PIC):                         0.3678
Average non-exclusion probability (first parent):              0.8820
Average non-exclusion probability (second parent):             0.8161
Average non-exclusion probability (parent pair):               0.7232
Average non-exclusion probability (identity):                  0.3824
Average non-exclusion probability (sib identity):              0.6027


**** Locus dDocent_Contig_31851_84 ****

Allele  Count    Hets     Homs     Freq  
     1     2202      882      660  0.5752
     2     1626      882      372  0.4248

Number of individuals typed:                                1914
  Heterozygotes:                                             882
  Homozygotes:                                              1032
Number of alleles:                                             2
Observed heterozygosity:                                       0.4608
Expected heterozygosity:                                       0.4888
Polymorphic information content (PIC):                         0.3693
Average non-exclusion probability (first parent):              0.8806
Average non-exclusion probability (second parent):             0.8154
Average non-exclusion probability (parent pair):               0.7223
Average non-exclusion probability (identity):                  0.3809
Average non-exclusion probability (sib identity):              0.6009


**** Locus dDocent_Contig_31851_143 ****

Allele  Count    Hets     Homs     Freq  
     1     1690      900      395  0.4419
     2     2134      900      617  0.5581

Number of individuals typed:                                1912
  Heterozygotes:                                             900
  Homozygotes:                                              1012
Number of alleles:                                             2
Observed heterozygosity:                                       0.4707
Expected heterozygosity:                                       0.4934
Polymorphic information content (PIC):                         0.3716
Average non-exclusion probability (first parent):              0.8783
Average non-exclusion probability (second parent):             0.8142
Average non-exclusion probability (parent pair):               0.7209
Average non-exclusion probability (identity):                  0.3784
Average non-exclusion probability (sib identity):              0.5980


**** Locus dDocent_Contig_31926_136 ****

Allele  Count    Hets     Homs     Freq  
     1     1642      968      337  0.4245
     2     2226      968      629  0.5755

Number of individuals typed:                                1934
  Heterozygotes:                                             968
  Homozygotes:                                               966
Number of alleles:                                             2
Observed heterozygosity:                                       0.5005
Expected heterozygosity:                                       0.4887
Polymorphic information content (PIC):                         0.3692
Average non-exclusion probability (first parent):              0.8806
Average non-exclusion probability (second parent):             0.8154
Average non-exclusion probability (parent pair):               0.7223
Average non-exclusion probability (identity):                  0.3809
Average non-exclusion probability (sib identity):              0.6009


**** Locus dDocent_Contig_32030_40 ****

Allele  Count    Hets     Homs     Freq  
     1     1877      877      500  0.4908
     2     1947      877      535  0.5092

Number of individuals typed:                                1912
  Heterozygotes:                                             877
  Homozygotes:                                              1035
Number of alleles:                                             2
Observed heterozygosity:                                       0.4587
Expected heterozygosity:                                       0.5000
Polymorphic information content (PIC):                         0.3749
Average non-exclusion probability (first parent):              0.8751
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3751
Average non-exclusion probability (sib identity):              0.5939


**** Locus dDocent_Contig_32055_11 ****

Allele  Count    Hets     Homs     Freq  
     1     1866      890      488  0.4872
     2     1964      890      537  0.5128

Number of individuals typed:                                1915
  Heterozygotes:                                             890
  Homozygotes:                                              1025
Number of alleles:                                             2
Observed heterozygosity:                                       0.4648
Expected heterozygosity:                                       0.4998
Polymorphic information content (PIC):                         0.3748
Average non-exclusion probability (first parent):              0.8752
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7189
Average non-exclusion probability (identity):                  0.3752
Average non-exclusion probability (sib identity):              0.5940


**** Locus dDocent_Contig_32385_26 ****

Allele  Count    Hets     Homs     Freq  
     1     1614      904      355  0.4223
     2     2208      904      652  0.5777

Number of individuals typed:                                1911
  Heterozygotes:                                             904
  Homozygotes:                                              1007
Number of alleles:                                             2
Observed heterozygosity:                                       0.4731
Expected heterozygosity:                                       0.4881
Polymorphic information content (PIC):                         0.3689
Average non-exclusion probability (first parent):              0.8810
Average non-exclusion probability (second parent):             0.8156
Average non-exclusion probability (parent pair):               0.7225
Average non-exclusion probability (identity):                  0.3813
Average non-exclusion probability (sib identity):              0.6014


**** Locus dDocent_Contig_32491_26 ****

Allele  Count    Hets     Homs     Freq  
     1     1732      936      398  0.4522
     2     2098      936      581  0.5478

Number of individuals typed:                                1915
  Heterozygotes:                                             936
  Homozygotes:                                               979
Number of alleles:                                             2
Observed heterozygosity:                                       0.4888
Expected heterozygosity:                                       0.4956
Polymorphic information content (PIC):                         0.3727
Average non-exclusion probability (first parent):              0.8773
Average non-exclusion probability (second parent):             0.8136
Average non-exclusion probability (parent pair):               0.7202
Average non-exclusion probability (identity):                  0.3773
Average non-exclusion probability (sib identity):              0.5966


**** Locus dDocent_Contig_32491_104 ****

Allele  Count    Hets     Homs     Freq  
     1     1676      884      396  0.4376
     2     2154      884      635  0.5624

Number of individuals typed:                                1915
  Heterozygotes:                                             884
  Homozygotes:                                              1031
Number of alleles:                                             2
Observed heterozygosity:                                       0.4616
Expected heterozygosity:                                       0.4923
Polymorphic information content (PIC):                         0.3711
Average non-exclusion probability (first parent):              0.8789
Average non-exclusion probability (second parent):             0.8145
Average non-exclusion probability (parent pair):               0.7212
Average non-exclusion probability (identity):                  0.3790
Average non-exclusion probability (sib identity):              0.5986


**** Locus dDocent_Contig_32617_116 ****

Allele  Count    Hets     Homs     Freq  
     1     2197      923      637  0.5727
     2     1639      923      358  0.4273

Number of individuals typed:                                1918
  Heterozygotes:                                             923
  Homozygotes:                                               995
Number of alleles:                                             2
Observed heterozygosity:                                       0.4812
Expected heterozygosity:                                       0.4895
Polymorphic information content (PIC):                         0.3697
Average non-exclusion probability (first parent):              0.8802
Average non-exclusion probability (second parent):             0.8152
Average non-exclusion probability (parent pair):               0.7221
Average non-exclusion probability (identity):                  0.3805
Average non-exclusion probability (sib identity):              0.6004


**** Locus dDocent_Contig_32617_121 ****

Allele  Count    Hets     Homs     Freq  
     1     1840      968      436  0.4797
     2     1996      968      514  0.5203

Number of individuals typed:                                1918
  Heterozygotes:                                             968
  Homozygotes:                                               950
Number of alleles:                                             2
Observed heterozygosity:                                       0.5047
Expected heterozygosity:                                       0.4993
Polymorphic information content (PIC):                         0.3746
Average non-exclusion probability (first parent):              0.8754
Average non-exclusion probability (second parent):             0.8127
Average non-exclusion probability (parent pair):               0.7190
Average non-exclusion probability (identity):                  0.3754
Average non-exclusion probability (sib identity):              0.5943


**** Locus dDocent_Contig_32856_86 ****

Allele  Count    Hets     Homs     Freq  
     1     2256      926      665  0.5887
     2     1576      926      325  0.4113

Number of individuals typed:                                1916
  Heterozygotes:                                             926
  Homozygotes:                                               990
Number of alleles:                                             2
Observed heterozygosity:                                       0.4833
Expected heterozygosity:                                       0.4844
Polymorphic information content (PIC):                         0.3670
Average non-exclusion probability (first parent):              0.8827
Average non-exclusion probability (second parent):             0.8165
Average non-exclusion probability (parent pair):               0.7237
Average non-exclusion probability (identity):                  0.3832
Average non-exclusion probability (sib identity):              0.6037


**** Locus dDocent_Contig_33071_31 ****

Allele  Count    Hets     Homs     Freq  
     1     1638      876      381  0.4352
     2     2126      876      625  0.5648

Number of individuals typed:                                1882
  Heterozygotes:                                             876
  Homozygotes:                                              1006
Number of alleles:                                             2
Observed heterozygosity:                                       0.4655
Expected heterozygosity:                                       0.4917
Polymorphic information content (PIC):                         0.3708
Average non-exclusion probability (first parent):              0.8792
Average non-exclusion probability (second parent):             0.8146
Average non-exclusion probability (parent pair):               0.7214
Average non-exclusion probability (identity):                  0.3793
Average non-exclusion probability (sib identity):              0.5990


**** Locus dDocent_Contig_33071_73 ****

Allele  Count    Hets     Homs     Freq  
     1     1852      888      482  0.4920
     2     1912      888      512  0.5080

Number of individuals typed:                                1882
  Heterozygotes:                                             888
  Homozygotes:                                               994
Number of alleles:                                             2
Observed heterozygosity:                                       0.4718
Expected heterozygosity:                                       0.5000
Polymorphic information content (PIC):                         0.3749
Average non-exclusion probability (first parent):              0.8751
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3751
Average non-exclusion probability (sib identity):              0.5938


**** Locus dDocent_Contig_33083_73 ****

Allele  Count    Hets     Homs     Freq  
     1     1858      840      509  0.4872
     2     1956      840      558  0.5128

Number of individuals typed:                                1907
  Heterozygotes:                                             840
  Homozygotes:                                              1067
Number of alleles:                                             2
Observed heterozygosity:                                       0.4405
Expected heterozygosity:                                       0.4998
Polymorphic information content (PIC):                         0.3748
Average non-exclusion probability (first parent):              0.8752
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7189
Average non-exclusion probability (identity):                  0.3752
Average non-exclusion probability (sib identity):              0.5940


**** Locus dDocent_Contig_33083_98 ****

Allele  Count    Hets     Homs     Freq  
     1     1691      821      435  0.4434
     2     2123      821      651  0.5566

Number of individuals typed:                                1907
  Heterozygotes:                                             821
  Homozygotes:                                              1086
Number of alleles:                                             2
Observed heterozygosity:                                       0.4305
Expected heterozygosity:                                       0.4937
Polymorphic information content (PIC):                         0.3718
Average non-exclusion probability (first parent):              0.8782
Average non-exclusion probability (second parent):             0.8141
Average non-exclusion probability (parent pair):               0.7208
Average non-exclusion probability (identity):                  0.3783
Average non-exclusion probability (sib identity):              0.5978


**** Locus dDocent_Contig_33096_52 ****

Allele  Count    Hets     Homs     Freq  
     1     1805      949      428  0.4701
     2     2035      949      543  0.5299

Number of individuals typed:                                1920
  Heterozygotes:                                             949
  Homozygotes:                                               971
Number of alleles:                                             2
Observed heterozygosity:                                       0.4943
Expected heterozygosity:                                       0.4983
Polymorphic information content (PIC):                         0.3741
Average non-exclusion probability (first parent):              0.8759
Average non-exclusion probability (second parent):             0.8129
Average non-exclusion probability (parent pair):               0.7193
Average non-exclusion probability (identity):                  0.3759
Average non-exclusion probability (sib identity):              0.5949


**** Locus dDocent_Contig_33111_144 ****

Allele  Count    Hets     Homs     Freq  
     1     2284      930      677  0.5945
     2     1558      930      314  0.4055

Number of individuals typed:                                1921
  Heterozygotes:                                             930
  Homozygotes:                                               991
Number of alleles:                                             2
Observed heterozygosity:                                       0.4841
Expected heterozygosity:                                       0.4823
Polymorphic information content (PIC):                         0.3659
Average non-exclusion probability (first parent):              0.8838
Average non-exclusion probability (second parent):             0.8170
Average non-exclusion probability (parent pair):               0.7244
Average non-exclusion probability (identity):                  0.3844
Average non-exclusion probability (sib identity):              0.6050


**** Locus dDocent_Contig_33157_109 ****

Allele  Count    Hets     Homs     Freq  
     1     1767      937      415  0.4587
     2     2085      937      574  0.5413

Number of individuals typed:                                1926
  Heterozygotes:                                             937
  Homozygotes:                                               989
Number of alleles:                                             2
Observed heterozygosity:                                       0.4865
Expected heterozygosity:                                       0.4967
Polymorphic information content (PIC):                         0.3733
Average non-exclusion probability (first parent):              0.8767
Average non-exclusion probability (second parent):             0.8134
Average non-exclusion probability (parent pair):               0.7198
Average non-exclusion probability (identity):                  0.3767
Average non-exclusion probability (sib identity):              0.5959


**** Locus dDocent_Contig_33196_58 ****

Allele  Count    Hets     Homs     Freq  
     1     1683      911      386  0.4349
     2     2187      911      638  0.5651

Number of individuals typed:                                1935
  Heterozygotes:                                             911
  Homozygotes:                                              1024
Number of alleles:                                             2
Observed heterozygosity:                                       0.4708
Expected heterozygosity:                                       0.4916
Polymorphic information content (PIC):                         0.3707
Average non-exclusion probability (first parent):              0.8792
Average non-exclusion probability (second parent):             0.8146
Average non-exclusion probability (parent pair):               0.7214
Average non-exclusion probability (identity):                  0.3793
Average non-exclusion probability (sib identity):              0.5991


**** Locus dDocent_Contig_33326_90 ****

Allele  Count    Hets     Homs     Freq  
     1     1643      895      374  0.4270
     2     2205      895      655  0.5730

Number of individuals typed:                                1924
  Heterozygotes:                                             895
  Homozygotes:                                              1029
Number of alleles:                                             2
Observed heterozygosity:                                       0.4652
Expected heterozygosity:                                       0.4895
Polymorphic information content (PIC):                         0.3696
Average non-exclusion probability (first parent):              0.8803
Average non-exclusion probability (second parent):             0.8152
Average non-exclusion probability (parent pair):               0.7221
Average non-exclusion probability (identity):                  0.3805
Average non-exclusion probability (sib identity):              0.6005


**** Locus dDocent_Contig_33342_22 ****

Allele  Count    Hets     Homs     Freq  
     1     2218      936      641  0.5752
     2     1638      936      351  0.4248

Number of individuals typed:                                1928
  Heterozygotes:                                             936
  Homozygotes:                                               992
Number of alleles:                                             2
Observed heterozygosity:                                       0.4855
Expected heterozygosity:                                       0.4888
Polymorphic information content (PIC):                         0.3693
Average non-exclusion probability (first parent):              0.8806
Average non-exclusion probability (second parent):             0.8154
Average non-exclusion probability (parent pair):               0.7223
Average non-exclusion probability (identity):                  0.3808
Average non-exclusion probability (sib identity):              0.6009


**** Locus dDocent_Contig_33490_110 ****

Allele  Count    Hets     Homs     Freq  
     1     2281      883      699  0.5906
     2     1581      883      349  0.4094

Number of individuals typed:                                1931
  Heterozygotes:                                             883
  Homozygotes:                                              1048
Number of alleles:                                             2
Observed heterozygosity:                                       0.4573
Expected heterozygosity:                                       0.4837
Polymorphic information content (PIC):                         0.3667
Average non-exclusion probability (first parent):              0.8831
Average non-exclusion probability (second parent):             0.8167
Average non-exclusion probability (parent pair):               0.7239
Average non-exclusion probability (identity):                  0.3836
Average non-exclusion probability (sib identity):              0.6041


**** Locus dDocent_Contig_33512_13 ****

Allele  Count    Hets     Homs     Freq  
     1     1815      983      416  0.4717
     2     2033      983      525  0.5283

Number of individuals typed:                                1924
  Heterozygotes:                                             983
  Homozygotes:                                               941
Number of alleles:                                             2
Observed heterozygosity:                                       0.5109
Expected heterozygosity:                                       0.4985
Polymorphic information content (PIC):                         0.3742
Average non-exclusion probability (first parent):              0.8758
Average non-exclusion probability (second parent):             0.8129
Average non-exclusion probability (parent pair):               0.7193
Average non-exclusion probability (identity):                  0.3758
Average non-exclusion probability (sib identity):              0.5948


**** Locus dDocent_Contig_33537_136 ****

Allele  Count    Hets     Homs     Freq  
     1     2249      995      627  0.5776
     2     1645      995      325  0.4224

Number of individuals typed:                                1947
  Heterozygotes:                                             995
  Homozygotes:                                               952
Number of alleles:                                             2
Observed heterozygosity:                                       0.5110
Expected heterozygosity:                                       0.4881
Polymorphic information content (PIC):                         0.3689
Average non-exclusion probability (first parent):              0.8809
Average non-exclusion probability (second parent):             0.8155
Average non-exclusion probability (parent pair):               0.7225
Average non-exclusion probability (identity):                  0.3812
Average non-exclusion probability (sib identity):              0.6013


**** Locus dDocent_Contig_33811_70 ****

Allele  Count    Hets     Homs     Freq  
     1     2028      846      591  0.5306
     2     1794      846      474  0.4694

Number of individuals typed:                                1911
  Heterozygotes:                                             846
  Homozygotes:                                              1065
Number of alleles:                                             2
Observed heterozygosity:                                       0.4427
Expected heterozygosity:                                       0.4983
Polymorphic information content (PIC):                         0.3741
Average non-exclusion probability (first parent):              0.8759
Average non-exclusion probability (second parent):             0.8130
Average non-exclusion probability (parent pair):               0.7193
Average non-exclusion probability (identity):                  0.3759
Average non-exclusion probability (sib identity):              0.5949


**** Locus dDocent_Contig_34150_16 ****

Allele  Count    Hets     Homs     Freq  
     1     1857      841      508  0.4859
     2     1965      841      562  0.5141

Number of individuals typed:                                1911
  Heterozygotes:                                             841
  Homozygotes:                                              1070
Number of alleles:                                             2
Observed heterozygosity:                                       0.4401
Expected heterozygosity:                                       0.4997
Polymorphic information content (PIC):                         0.3748
Average non-exclusion probability (first parent):              0.8752
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7189
Average non-exclusion probability (identity):                  0.3752
Average non-exclusion probability (sib identity):              0.5940


**** Locus dDocent_Contig_34178_28 ****

Allele  Count    Hets     Homs     Freq  
     1     2024      914      555  0.5263
     2     1822      914      454  0.4737

Number of individuals typed:                                1923
  Heterozygotes:                                             914
  Homozygotes:                                              1009
Number of alleles:                                             2
Observed heterozygosity:                                       0.4753
Expected heterozygosity:                                       0.4988
Polymorphic information content (PIC):                         0.3743
Average non-exclusion probability (first parent):              0.8757
Average non-exclusion probability (second parent):             0.8128
Average non-exclusion probability (parent pair):               0.7192
Average non-exclusion probability (identity):                  0.3757
Average non-exclusion probability (sib identity):              0.5946


**** Locus dDocent_Contig_34178_127 ****

Allele  Count    Hets     Homs     Freq  
     1     2093      927      583  0.5442
     2     1753      927      413  0.4558

Number of individuals typed:                                1923
  Heterozygotes:                                             927
  Homozygotes:                                               996
Number of alleles:                                             2
Observed heterozygosity:                                       0.4821
Expected heterozygosity:                                       0.4962
Polymorphic information content (PIC):                         0.3730
Average non-exclusion probability (first parent):              0.8769
Average non-exclusion probability (second parent):             0.8135
Average non-exclusion probability (parent pair):               0.7200
Average non-exclusion probability (identity):                  0.3770
Average non-exclusion probability (sib identity):              0.5962


**** Locus dDocent_Contig_34661_49 ****

Allele  Count    Hets     Homs     Freq  
     1     1594      886      354  0.4195
     2     2206      886      660  0.5805

Number of individuals typed:                                1900
  Heterozygotes:                                             886
  Homozygotes:                                              1014
Number of alleles:                                             2
Observed heterozygosity:                                       0.4663
Expected heterozygosity:                                       0.4872
Polymorphic information content (PIC):                         0.3684
Average non-exclusion probability (first parent):              0.8814
Average non-exclusion probability (second parent):             0.8158
Average non-exclusion probability (parent pair):               0.7228
Average non-exclusion probability (identity):                  0.3817
Average non-exclusion probability (sib identity):              0.6019


**** Locus dDocent_Contig_34750_126 ****

Allele  Count    Hets     Homs     Freq  
     1     2283      893      695  0.5927
     2     1569      893      338  0.4073

Number of individuals typed:                                1926
  Heterozygotes:                                             893
  Homozygotes:                                              1033
Number of alleles:                                             2
Observed heterozygosity:                                       0.4637
Expected heterozygosity:                                       0.4829
Polymorphic information content (PIC):                         0.3663
Average non-exclusion probability (first parent):              0.8834
Average non-exclusion probability (second parent):             0.8169
Average non-exclusion probability (parent pair):               0.7242
Average non-exclusion probability (identity):                  0.3840
Average non-exclusion probability (sib identity):              0.6046


**** Locus dDocent_Contig_34906_104 ****

Allele  Count    Hets     Homs     Freq  
     1     1856      926      465  0.4813
     2     2000      926      537  0.5187

Number of individuals typed:                                1928
  Heterozygotes:                                             926
  Homozygotes:                                              1002
Number of alleles:                                             2
Observed heterozygosity:                                       0.4803
Expected heterozygosity:                                       0.4994
Polymorphic information content (PIC):                         0.3747
Average non-exclusion probability (first parent):              0.8753
Average non-exclusion probability (second parent):             0.8127
Average non-exclusion probability (parent pair):               0.7190
Average non-exclusion probability (identity):                  0.3753
Average non-exclusion probability (sib identity):              0.5942


**** Locus dDocent_Contig_35005_26 ****

Allele  Count    Hets     Homs     Freq  
     1     2134      892      621  0.5517
     2     1734      892      421  0.4483

Number of individuals typed:                                1934
  Heterozygotes:                                             892
  Homozygotes:                                              1042
Number of alleles:                                             2
Observed heterozygosity:                                       0.4612
Expected heterozygosity:                                       0.4948
Polymorphic information content (PIC):                         0.3723
Average non-exclusion probability (first parent):              0.8777
Average non-exclusion probability (second parent):             0.8138
Average non-exclusion probability (parent pair):               0.7204
Average non-exclusion probability (identity):                  0.3777
Average non-exclusion probability (sib identity):              0.5971


**** Locus dDocent_Contig_35150_40 ****

Allele  Count    Hets     Homs     Freq  
     1     1785      953      416  0.4620
     2     2079      953      563  0.5380

Number of individuals typed:                                1932
  Heterozygotes:                                             953
  Homozygotes:                                               979
Number of alleles:                                             2
Observed heterozygosity:                                       0.4933
Expected heterozygosity:                                       0.4972
Polymorphic information content (PIC):                         0.3735
Average non-exclusion probability (first parent):              0.8764
Average non-exclusion probability (second parent):             0.8132
Average non-exclusion probability (parent pair):               0.7197
Average non-exclusion probability (identity):                  0.3765
Average non-exclusion probability (sib identity):              0.5956


**** Locus dDocent_Contig_35417_31 ****

Allele  Count    Hets     Homs     Freq  
     1     2098      892      603  0.5469
     2     1738      892      423  0.4531

Number of individuals typed:                                1918
  Heterozygotes:                                             892
  Homozygotes:                                              1026
Number of alleles:                                             2
Observed heterozygosity:                                       0.4651
Expected heterozygosity:                                       0.4957
Polymorphic information content (PIC):                         0.3728
Average non-exclusion probability (first parent):              0.8772
Average non-exclusion probability (second parent):             0.8136
Average non-exclusion probability (parent pair):               0.7201
Average non-exclusion probability (identity):                  0.3772
Average non-exclusion probability (sib identity):              0.5965


**** Locus dDocent_Contig_35501_84 ****

Allele  Count    Hets     Homs     Freq  
     1     2041      891      575  0.5365
     2     1763      891      436  0.4635

Number of individuals typed:                                1902
  Heterozygotes:                                             891
