Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 11/17/2016 2:47:13 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI
Number of alleles:                                             2
Observed heterozygosity:                                       0.4491
Expected heterozygosity:                                       0.4613
Polymorphic information content (PIC):                         0.3548
Average non-exclusion probability (first parent):              0.8937
Average non-exclusion probability (second parent):             0.8226
Average non-exclusion probability (parent pair):               0.7311
Average non-exclusion probability (identity):                  0.3967
Average non-exclusion probability (sib identity):              0.6186


**** Locus dDocent_Contig_17063_20 ****

Allele  Count    Hets     Homs     Freq  
     1     2817      603     1107  0.7864
     2      765      603       81  0.2136

Number of individuals typed:                                1791
  Heterozygotes:                                             603
  Homozygotes:                                              1188
Number of alleles:                                             2
Observed heterozygosity:                                       0.3367
Expected heterozygosity:                                       0.3360
Polymorphic information content (PIC):                         0.2795
Average non-exclusion probability (first parent):              0.9436
Average non-exclusion probability (second parent):             0.8603
Average non-exclusion probability (parent pair):               0.7767
Average non-exclusion probability (identity):                  0.4974
Average non-exclusion probability (sib identity):              0.7064


**** Locus dDocent_Contig_17063_40 ****

Allele  Count    Hets     Homs     Freq  
     1     1574      872      351  0.4394
     2     2008      872      568  0.5606

Number of individuals typed:                                1791
  Heterozygotes:                                             872
  Homozygotes:                                               919
Number of alleles:                                             2
Observed heterozygosity:                                       0.4869
Expected heterozygosity:                                       0.4928
Polymorphic information content (PIC):                         0.3713
Average non-exclusion probability (first parent):              0.8786
Average non-exclusion probability (second parent):             0.8143
Average non-exclusion probability (parent pair):               0.7211
Average non-exclusion probability (identity):                  0.3788
Average non-exclusion probability (sib identity):              0.5984


**** Locus dDocent_Contig_17063_70 ****

Allele  Count    Hets     Homs     Freq  
     1     1908      914      497  0.5327
     2     1674      914      380  0.4673

Number of individuals typed:                                1791
  Heterozygotes:                                             914
  Homozygotes:                                               877
Number of alleles:                                             2
Observed heterozygosity:                                       0.5103
Expected heterozygosity:                                       0.4980
Polymorphic information content (PIC):                         0.3739
Average non-exclusion probability (first parent):              0.8761
Average non-exclusion probability (second parent):             0.8130
Average non-exclusion probability (parent pair):               0.7194
Average non-exclusion probability (identity):                  0.3761
Average non-exclusion probability (sib identity):              0.5951


**** Locus dDocent_Contig_17063_135 ****

Allele  Count    Hets     Homs     Freq  
     1     1307      845      231  0.3649
     2     2275      845      715  0.6351

Number of individuals typed:                                1791
  Heterozygotes:                                             845
  Homozygotes:                                               946
Number of alleles:                                             2
Observed heterozygosity:                                       0.4718
Expected heterozygosity:                                       0.4636
Polymorphic information content (PIC):                         0.3561
Average non-exclusion probability (first parent):              0.8926
Average non-exclusion probability (second parent):             0.8220
Average non-exclusion probability (parent pair):               0.7304
Average non-exclusion probability (identity):                  0.3953
Average non-exclusion probability (sib identity):              0.6171


**** Locus dDocent_Contig_17074_70 ****

Allele  Count    Hets     Homs     Freq  
     1     1334     1252       41  0.3766
     2     2208     1252      478  0.6234

Number of individuals typed:                                1771
  Heterozygotes:                                            1252
  Homozygotes:                                               519
Number of alleles:                                             2
Observed heterozygosity:                                       0.7069
Expected heterozygosity:                                       0.4697
Polymorphic information content (PIC):                         0.3593
Average non-exclusion probability (first parent):              0.8898
Average non-exclusion probability (second parent):             0.8203
Average non-exclusion probability (parent pair):               0.7284
Average non-exclusion probability (identity):                  0.3916
Average non-exclusion probability (sib identity):              0.6131


**** Locus dDocent_Contig_17218_100 ****

Allele  Count    Hets     Homs     Freq  
     1     2116     1342      387  0.6067
     2     1372     1342       15  0.3933

Number of individuals typed:                                1744
  Heterozygotes:                                            1342
  Homozygotes:                                               402
Number of alleles:                                             2
Observed heterozygosity:                                       0.7695
Expected heterozygosity:                                       0.4774
Polymorphic information content (PIC):                         0.3634
Average non-exclusion probability (first parent):              0.8861
Average non-exclusion probability (second parent):             0.8183
Average non-exclusion probability (parent pair):               0.7259
Average non-exclusion probability (identity):                  0.3872
Average non-exclusion probability (sib identity):              0.6082


**** Locus dDocent_Contig_17249_104 ****

Allele  Count    Hets     Homs     Freq  
     1     2750      628     1061  0.7826
     2      764      628       68  0.2174

Number of individuals typed:                                1757
  Heterozygotes:                                             628
  Homozygotes:                                              1129
Number of alleles:                                             2
Observed heterozygosity:                                       0.3574
Expected heterozygosity:                                       0.3404
Polymorphic information content (PIC):                         0.2824
Average non-exclusion probability (first parent):              0.9421
Average non-exclusion probability (second parent):             0.8588
Average non-exclusion probability (parent pair):               0.7749
Average non-exclusion probability (identity):                  0.4931
Average non-exclusion probability (sib identity):              0.7031


**** Locus dDocent_Contig_17254_20 ****

Allele  Count    Hets     Homs     Freq  
     1     2714      534     1090  0.7754
     2      786      534      126  0.2246

Number of individuals typed:                                1750
  Heterozygotes:                                             534
  Homozygotes:                                              1216
Number of alleles:                                             2
Observed heterozygosity:                                       0.3051
Expected heterozygosity:                                       0.3484
Polymorphic information content (PIC):                         0.2876
Average non-exclusion probability (first parent):              0.9394
Average non-exclusion probability (second parent):             0.8562
Average non-exclusion probability (parent pair):               0.7717
Average non-exclusion probability (identity):                  0.4854
Average non-exclusion probability (sib identity):              0.6972


**** Locus dDocent_Contig_17254_141 ****

Allele  Count    Hets     Homs     Freq  
     1     1795      797      499  0.5143
     2     1695      797      449  0.4857

Number of individuals typed:                                1745
  Heterozygotes:                                             797
  Homozygotes:                                               948
Number of alleles:                                             2
Observed heterozygosity:                                       0.4567
Expected heterozygosity:                                       0.4997
Polymorphic information content (PIC):                         0.3748
Average non-exclusion probability (first parent):              0.8752
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7189
Average non-exclusion probability (identity):                  0.3752
Average non-exclusion probability (sib identity):              0.5940


**** Locus dDocent_Contig_17338_9 ****

Allele  Count    Hets     Homs     Freq  
     1     1844     1712       66  0.5108
     2     1766     1712       27  0.4892

Number of individuals typed:                                1805
  Heterozygotes:                                            1712
  Homozygotes:                                                93
Number of alleles:                                             2
Observed heterozygosity:                                       0.9485
Expected heterozygosity:                                       0.4999
Polymorphic information content (PIC):                         0.3749
Average non-exclusion probability (first parent):              0.8751
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3751
Average non-exclusion probability (sib identity):              0.5939


**** Locus dDocent_Contig_17338_10 ****

Allele  Count    Hets     Homs     Freq  
     1     1844     1712       66  0.5108
     2     1766     1712       27  0.4892

Number of individuals typed:                                1805
  Heterozygotes:                                            1712
  Homozygotes:                                                93
Number of alleles:                                             2
Observed heterozygosity:                                       0.9485
Expected heterozygosity:                                       0.4999
Polymorphic information content (PIC):                         0.3749
Average non-exclusion probability (first parent):              0.8751
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3751
Average non-exclusion probability (sib identity):              0.5939


**** Locus dDocent_Contig_17338_18 ****

Allele  Count    Hets     Homs     Freq  
     1     2050     1538      256  0.5679
     2     1560     1538       11  0.4321

Number of individuals typed:                                1805
  Heterozygotes:                                            1538
  Homozygotes:                                               267
Number of alleles:                                             2
Observed heterozygosity:                                       0.8521
Expected heterozygosity:                                       0.4909
Polymorphic information content (PIC):                         0.3704
Average non-exclusion probability (first parent):              0.8796
Average non-exclusion probability (second parent):             0.8148
Average non-exclusion probability (parent pair):               0.7216
Average non-exclusion probability (identity):                  0.3797
Average non-exclusion probability (sib identity):              0.5995


**** Locus dDocent_Contig_17338_39 ****

Allele  Count    Hets     Homs     Freq  
     1     2051     1537      257  0.5681
     2     1559     1537       11  0.4319

Number of individuals typed:                                1805
  Heterozygotes:                                            1537
  Homozygotes:                                               268
Number of alleles:                                             2
Observed heterozygosity:                                       0.8515
Expected heterozygosity:                                       0.4908
Polymorphic information content (PIC):                         0.3703
Average non-exclusion probability (first parent):              0.8796
Average non-exclusion probability (second parent):             0.8148
Average non-exclusion probability (parent pair):               0.7217
Average non-exclusion probability (identity):                  0.3798
Average non-exclusion probability (sib identity):              0.5996


**** Locus dDocent_Contig_17338_46 ****

Allele  Count    Hets     Homs     Freq  
     1     1909     1647      131  0.5288
     2     1701     1647       27  0.4712

Number of individuals typed:                                1805
  Heterozygotes:                                            1647
  Homozygotes:                                               158
Number of alleles:                                             2
Observed heterozygosity:                                       0.9125
Expected heterozygosity:                                       0.4985
Polymorphic information content (PIC):                         0.3742
Average non-exclusion probability (first parent):              0.8758
Average non-exclusion probability (second parent):             0.8129
Average non-exclusion probability (parent pair):               0.7193
Average non-exclusion probability (identity):                  0.3758
Average non-exclusion probability (sib identity):              0.5948


**** Locus dDocent_Contig_17458_11 ****

Allele  Count    Hets     Homs     Freq  
     1      777      595       91  0.2190
     2     2771      595     1088  0.7810

Number of individuals typed:                                1774
  Heterozygotes:                                             595
  Homozygotes:                                              1179
Number of alleles:                                             2
Observed heterozygosity:                                       0.3354
Expected heterozygosity:                                       0.3422
Polymorphic information content (PIC):                         0.2836
Average non-exclusion probability (first parent):              0.9415
Average non-exclusion probability (second parent):             0.8582
Average non-exclusion probability (parent pair):               0.7742
Average non-exclusion probability (identity):                  0.4914
Average non-exclusion probability (sib identity):              0.7018


**** Locus dDocent_Contig_17533_60 ****

Allele  Count    Hets     Homs     Freq  
     1     2252     1098      577  0.6362
     2     1288     1098       95  0.3638

Number of individuals typed:                                1770
  Heterozygotes:                                            1098
  Homozygotes:                                               672
Number of alleles:                                             2
Observed heterozygosity:                                       0.6203
Expected heterozygosity:                                       0.4631
Polymorphic information content (PIC):                         0.3558
Average non-exclusion probability (first parent):              0.8929
Average non-exclusion probability (second parent):             0.8221
Average non-exclusion probability (parent pair):               0.7305
Average non-exclusion probability (identity):                  0.3956
Average non-exclusion probability (sib identity):              0.6174


**** Locus dDocent_Contig_17589_67 ****

Allele  Count    Hets     Homs     Freq  
     1     1352      830      261  0.3758
     2     2246      830      708  0.6242

Number of individuals typed:                                1799
  Heterozygotes:                                             830
  Homozygotes:                                               969
Number of alleles:                                             2
Observed heterozygosity:                                       0.4614
Expected heterozygosity:                                       0.4693
Polymorphic information content (PIC):                         0.3591
Average non-exclusion probability (first parent):              0.8900
Average non-exclusion probability (second parent):             0.8205
Average non-exclusion probability (parent pair):               0.7285
Average non-exclusion probability (identity):                  0.3919
Average non-exclusion probability (sib identity):              0.6134


**** Locus dDocent_Contig_17609_108 ****

Allele  Count    Hets     Homs     Freq  
     1     2493      781      856  0.6971
     2     1083      781      151  0.3029

Number of individuals typed:                                1788
  Heterozygotes:                                             781
  Homozygotes:                                              1007
Number of alleles:                                             2
Observed heterozygosity:                                       0.4368
Expected heterozygosity:                                       0.4224
Polymorphic information content (PIC):                         0.3331
Average non-exclusion probability (first parent):              0.9108
Average non-exclusion probability (second parent):             0.8334
Average non-exclusion probability (parent pair):               0.7441
Average non-exclusion probability (identity):                  0.4229
Average non-exclusion probability (sib identity):              0.6446


**** Locus dDocent_Contig_17662_34 ****

Allele  Count    Hets     Homs     Freq  
     1     2079      853      613  0.5940
     2     1421      853      284  0.4060

Number of individuals typed:                                1750
  Heterozygotes:                                             853
  Homozygotes:                                               897
Number of alleles:                                             2
Observed heterozygosity:                                       0.4874
Expected heterozygosity:                                       0.4825
Polymorphic information content (PIC):                         0.3660
Average non-exclusion probability (first parent):              0.8837
Average non-exclusion probability (second parent):             0.8170
Average non-exclusion probability (parent pair):               0.7243
Average non-exclusion probability (identity):                  0.3843
Average non-exclusion probability (sib identity):              0.6049


**** Locus dDocent_Contig_17662_36 ****

Allele  Count    Hets     Homs     Freq  
     1     2079      853      613  0.5940
     2     1421      853      284  0.4060

Number of individuals typed:                                1750
  Heterozygotes:                                             853
  Homozygotes:                                               897
Number of alleles:                                             2
Observed heterozygosity:                                       0.4874
Expected heterozygosity:                                       0.4825
Polymorphic information content (PIC):                         0.3660
Average non-exclusion probability (first parent):              0.8837
Average non-exclusion probability (second parent):             0.8170
Average non-exclusion probability (parent pair):               0.7243
Average non-exclusion probability (identity):                  0.3843
Average non-exclusion probability (sib identity):              0.6049


**** Locus dDocent_Contig_17662_40 ****

Allele  Count    Hets     Homs     Freq  
     1     2079      853      613  0.5940
     2     1421      853      284  0.4060

Number of individuals typed:                                1750
  Heterozygotes:                                             853
  Homozygotes:                                               897
Number of alleles:                                             2
Observed heterozygosity:                                       0.4874
Expected heterozygosity:                                       0.4825
Polymorphic information content (PIC):                         0.3660
Average non-exclusion probability (first parent):              0.8837
Average non-exclusion probability (second parent):             0.8170
Average non-exclusion probability (parent pair):               0.7243
Average non-exclusion probability (identity):                  0.3843
Average non-exclusion probability (sib identity):              0.6049


**** Locus dDocent_Contig_17804_7 ****

Allele  Count    Hets     Homs     Freq  
     1     1517      859      329  0.4240
     2     2061      859      601  0.5760

Number of individuals typed:                                1789
  Heterozygotes:                                             859
  Homozygotes:                                               930
Number of alleles:                                             2
Observed heterozygosity:                                       0.4802
Expected heterozygosity:                                       0.4886
Polymorphic information content (PIC):                         0.3692
Average non-exclusion probability (first parent):              0.8807
Average non-exclusion probability (second parent):             0.8154
Average non-exclusion probability (parent pair):               0.7224
Average non-exclusion probability (identity):                  0.3810
Average non-exclusion probability (sib identity):              0.6010


**** Locus dDocent_Contig_17864_72 ****

Allele  Count    Hets     Homs     Freq  
     1     2445      807      819  0.6811
     2     1145      807      169  0.3189

Number of individuals typed:                                1795
  Heterozygotes:                                             807
  Homozygotes:                                               988
Number of alleles:                                             2
Observed heterozygosity:                                       0.4496
Expected heterozygosity:                                       0.4346
Polymorphic information content (PIC):                         0.3401
Average non-exclusion probability (first parent):              0.9056
Average non-exclusion probability (second parent):             0.8300
Average non-exclusion probability (parent pair):               0.7400
Average non-exclusion probability (identity):                  0.4142
Average non-exclusion probability (sib identity):              0.6363


**** Locus dDocent_Contig_17919_94 ****

Allele  Count    Hets     Homs     Freq  
     1     1950     1560      195  0.5490
     2     1602     1560       21  0.4510

Number of individuals typed:                                1776
  Heterozygotes:                                            1560
  Homozygotes:                                               216
Number of alleles:                                             2
Observed heterozygosity:                                       0.8784
Expected heterozygosity:                                       0.4953
Polymorphic information content (PIC):                         0.3726
Average non-exclusion probability (first parent):              0.8774
Average non-exclusion probability (second parent):             0.8137
Average non-exclusion probability (parent pair):               0.7203
Average non-exclusion probability (identity):                  0.3774
Average non-exclusion probability (sib identity):              0.5968


**** Locus dDocent_Contig_18109_105 ****

Allele  Count    Hets     Homs     Freq  
     1     2521      783      869  0.6999
     2     1081      783      149  0.3001

Number of individuals typed:                                1801
  Heterozygotes:                                             783
  Homozygotes:                                              1018
Number of alleles:                                             2
Observed heterozygosity:                                       0.4348
Expected heterozygosity:                                       0.4202
Polymorphic information content (PIC):                         0.3319
Average non-exclusion probability (first parent):              0.9118
Average non-exclusion probability (second parent):             0.8341
Average non-exclusion probability (parent pair):               0.7449
Average non-exclusion probability (identity):                  0.4245
Average non-exclusion probability (sib identity):              0.6461


**** Locus dDocent_Contig_18428_91 ****

Allele  Count    Hets     Homs     Freq  
     1     2698      820      939  0.7604
     2      850      820       15  0.2396

Number of individuals typed:                                1774
  Heterozygotes:                                             820
  Homozygotes:                                               954
Number of alleles:                                             2
Observed heterozygosity:                                       0.4622
Expected heterozygosity:                                       0.3645
Polymorphic information content (PIC):                         0.2980
Average non-exclusion probability (first parent):              0.9336
Average non-exclusion probability (second parent):             0.8510
Average non-exclusion probability (parent pair):               0.7653
Average non-exclusion probability (identity):                  0.4704
Average non-exclusion probability (sib identity):              0.6854


**** Locus dDocent_Contig_18459_64 ****

Allele  Count    Hets     Homs     Freq  
     1     1703      893      405  0.4855
     2     1805      893      456  0.5145

Number of individuals typed:                                1754
  Heterozygotes:                                             893
  Homozygotes:                                               861
Number of alleles:                                             2
Observed heterozygosity:                                       0.5091
Expected heterozygosity:                                       0.4997
Polymorphic information content (PIC):                         0.3748
Average non-exclusion probability (first parent):              0.8752
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7189
Average non-exclusion probability (identity):                  0.3752
Average non-exclusion probability (sib identity):              0.5940


**** Locus dDocent_Contig_18519_143 ****

Allele  Count    Hets     Homs     Freq  
     1     2672      680      996  0.7497
     2      892      680      106  0.2503

Number of individuals typed:                                1782
  Heterozygotes:                                             680
  Homozygotes:                                              1102
Number of alleles:                                             2
Observed heterozygosity:                                       0.3816
Expected heterozygosity:                                       0.3754
Polymorphic information content (PIC):                         0.3049
Average non-exclusion probability (first parent):              0.9296
Average non-exclusion probability (second parent):             0.8476
Average non-exclusion probability (parent pair):               0.7611
Average non-exclusion probability (identity):                  0.4607
Average non-exclusion probability (sib identity):              0.6775


**** Locus dDocent_Contig_18537_117 ****

Allele  Count    Hets     Homs     Freq  
     1      750      606       72  0.2110
     2     2804      606     1099  0.7890

Number of individuals typed:                                1777
  Heterozygotes:                                             606
  Homozygotes:                                              1171
Number of alleles:                                             2
Observed heterozygosity:                                       0.3410
Expected heterozygosity:                                       0.3331
Polymorphic information content (PIC):                         0.2776
Average non-exclusion probability (first parent):              0.9446
Average non-exclusion probability (second parent):             0.8612
Average non-exclusion probability (parent pair):               0.7779
Average non-exclusion probability (identity):                  0.5003
Average non-exclusion probability (sib identity):              0.7086


**** Locus dDocent_Contig_18575_90 ****

Allele  Count    Hets     Homs     Freq  
     1     2611      863      874  0.7443
     2      897      863       17  0.2557

Number of individuals typed:                                1754
  Heterozygotes:                                             863
  Homozygotes:                                               891
Number of alleles:                                             2
Observed heterozygosity:                                       0.4920
Expected heterozygosity:                                       0.3807
Polymorphic information content (PIC):                         0.3082
Average non-exclusion probability (first parent):              0.9276
Average non-exclusion probability (second parent):             0.8459
Average non-exclusion probability (parent pair):               0.7591
Average non-exclusion probability (identity):                  0.4561
Average non-exclusion probability (sib identity):              0.6737


**** Locus dDocent_Contig_18575_96 ****

Allele  Count    Hets     Homs     Freq  
     1     2387     1021      683  0.6804
     2     1121     1021       50  0.3196

Number of individuals typed:                                1754
  Heterozygotes:                                            1021
  Homozygotes:                                               733
Number of alleles:                                             2
Observed heterozygosity:                                       0.5821
Expected heterozygosity:                                       0.4350
Polymorphic information content (PIC):                         0.3403
Average non-exclusion probability (first parent):              0.9054
Average non-exclusion probability (second parent):             0.8298
Average non-exclusion probability (parent pair):               0.7398
Average non-exclusion probability (identity):                  0.4139
Average non-exclusion probability (sib identity):              0.6360


**** Locus dDocent_Contig_18575_138 ****

Allele  Count    Hets     Homs     Freq  
     1     2770      704     1033  0.7914
     2      730      704       13  0.2086

Number of individuals typed:                                1750
  Heterozygotes:                                             704
  Homozygotes:                                              1046
Number of alleles:                                             2
Observed heterozygosity:                                       0.4023
Expected heterozygosity:                                       0.3302
Polymorphic information content (PIC):                         0.2756
Average non-exclusion probability (first parent):              0.9455
Average non-exclusion probability (second parent):             0.8622
Average non-exclusion probability (parent pair):               0.7791
Average non-exclusion probability (identity):                  0.5032
Average non-exclusion probability (sib identity):              0.7107


**** Locus dDocent_Contig_18641_73 ****

Allele  Count    Hets     Homs     Freq  
     1     2189      851      669  0.6156
     2     1367      851      258  0.3844

Number of individuals typed:                                1778
  Heterozygotes:                                             851
  Homozygotes:                                               927
Number of alleles:                                             2
Observed heterozygosity:                                       0.4786
Expected heterozygosity:                                       0.4734
Polymorphic information content (PIC):                         0.3613
Average non-exclusion probability (first parent):              0.8880
Average non-exclusion probability (second parent):             0.8194
Average non-exclusion probability (parent pair):               0.7272
Average non-exclusion probability (identity):                  0.3894
Average non-exclusion probability (sib identity):              0.6107


**** Locus dDocent_Contig_18661_84 ****

Allele  Count    Hets     Homs     Freq  
     1     2755      661     1047  0.7730
     2      809      661       74  0.2270

Number of individuals typed:                                1782
  Heterozygotes:                                             661
  Homozygotes:                                              1121
Number of alleles:                                             2
Observed heterozygosity:                                       0.3709
Expected heterozygosity:                                       0.3510
Polymorphic information content (PIC):                         0.2894
Average non-exclusion probability (first parent):              0.9384
Average non-exclusion probability (second parent):             0.8553
Average non-exclusion probability (parent pair):               0.7706
Average non-exclusion probability (identity):                  0.4829
Average non-exclusion probability (sib identity):              0.6952


**** Locus dDocent_Contig_18712_81 ****

Allele  Count    Hets     Homs     Freq  
     1     1063      755      154  0.2984
     2     2499      755      872  0.7016

Number of individuals typed:                                1781
  Heterozygotes:                                             755
  Homozygotes:                                              1026
Number of alleles:                                             2
Observed heterozygosity:                                       0.4239
Expected heterozygosity:                                       0.4189
Polymorphic information content (PIC):                         0.3311
Average non-exclusion probability (first parent):              0.9123
Average non-exclusion probability (second parent):             0.8345
Average non-exclusion probability (parent pair):               0.7454
Average non-exclusion probability (identity):                  0.4255
Average non-exclusion probability (sib identity):              0.6470


**** Locus dDocent_Contig_18712_126 ****

Allele  Count    Hets     Homs     Freq  
     1     1581      889      346  0.4439
     2     1981      889      546  0.5561

Number of individuals typed:                                1781
  Heterozygotes:                                             889
  Homozygotes:                                               892
Number of alleles:                                             2
Observed heterozygosity:                                       0.4992
Expected heterozygosity:                                       0.4938
Polymorphic information content (PIC):                         0.3718
Average non-exclusion probability (first parent):              0.8781
Average non-exclusion probability (second parent):             0.8141
Average non-exclusion probability (parent pair):               0.7207
Average non-exclusion probability (identity):                  0.3782
Average non-exclusion probability (sib identity):              0.5977


**** Locus dDocent_Contig_18712_127 ****

Allele  Count    Hets     Homs     Freq  
     1     1581      889      346  0.4439
     2     1981      889      546  0.5561

Number of individuals typed:                                1781
  Heterozygotes:                                             889
  Homozygotes:                                               892
Number of alleles:                                             2
Observed heterozygosity:                                       0.4992
Expected heterozygosity:                                       0.4938
Polymorphic information content (PIC):                         0.3718
Average non-exclusion probability (first parent):              0.8781
Average non-exclusion probability (second parent):             0.8141
Average non-exclusion probability (parent pair):               0.7207
Average non-exclusion probability (identity):                  0.3782
Average non-exclusion probability (sib identity):              0.5977


**** Locus dDocent_Contig_18928_23 ****

Allele  Count    Hets     Homs     Freq  
     1     2192      856      668  0.6161
     2     1366      856      255  0.3839

Number of individuals typed:                                1779
  Heterozygotes:                                             856
  Homozygotes:                                               923
Number of alleles:                                             2
Observed heterozygosity:                                       0.4812
Expected heterozygosity:                                       0.4732
Polymorphic information content (PIC):                         0.3612
Average non-exclusion probability (first parent):              0.8881
Average non-exclusion probability (second parent):             0.8194
Average non-exclusion probability (parent pair):               0.7273
Average non-exclusion probability (identity):                  0.3896
Average non-exclusion probability (sib identity):              0.6109


**** Locus dDocent_Contig_18928_71 ****

Allele  Count    Hets     Homs     Freq  
     1     1589      879      355  0.4466
     2     1969      879      545  0.5534

Number of individuals typed:                                1779
  Heterozygotes:                                             879
  Homozygotes:                                               900
Number of alleles:                                             2
Observed heterozygosity:                                       0.4941
Expected heterozygosity:                                       0.4944
Polymorphic information content (PIC):                         0.3721
Average non-exclusion probability (first parent):              0.8778
Average non-exclusion probability (second parent):             0.8139
Average non-exclusion probability (parent pair):               0.7205
Average non-exclusion probability (identity):                  0.3779
Average non-exclusion probability (sib identity):              0.5973


**** Locus dDocent_Contig_18967_82 ****

Allele  Count    Hets     Homs     Freq  
     1     1953      895      529  0.5452
     2     1629      895      367  0.4548

Number of individuals typed:                                1791
  Heterozygotes:                                             895
  Homozygotes:                                               896
Number of alleles:                                             2
Observed heterozygosity:                                       0.4997
Expected heterozygosity:                                       0.4960
Polymorphic information content (PIC):                         0.3729
Average non-exclusion probability (first parent):              0.8770
Average non-exclusion probability (second parent):             0.8135
Average non-exclusion probability (parent pair):               0.7200
Average non-exclusion probability (identity):                  0.3771
Average non-exclusion probability (sib identity):              0.5963


**** Locus dDocent_Contig_19154_22 ****

Allele  Count    Hets     Homs     Freq  
     1     1304     1300        2  0.3671
     2     2248     1300      474  0.6329

Number of individuals typed:                                1776
  Heterozygotes:                                            1300
  Homozygotes:                                               476
Number of alleles:                                             2
Observed heterozygosity:                                       0.7320
Expected heterozygosity:                                       0.4648
Polymorphic information content (PIC):                         0.3567
Average non-exclusion probability (first parent):              0.8920
Average non-exclusion probability (second parent):             0.8216
Average non-exclusion probability (parent pair):               0.7300
Average non-exclusion probability (identity):                  0.3945
Average non-exclusion probability (sib identity):              0.6163


**** Locus dDocent_Contig_19154_33 ****

Allele  Count    Hets     Homs     Freq  
     1     1295     1289        3  0.3646
     2     2257     1289      484  0.6354

Number of individuals typed:                                1776
  Heterozygotes:                                            1289
  Homozygotes:                                               487
Number of alleles:                                             2
Observed heterozygosity:                                       0.7258
Expected heterozygosity:                                       0.4635
Polymorphic information content (PIC):                         0.3560
Average non-exclusion probability (first parent):              0.8927
Average non-exclusion probability (second parent):             0.8220
Average non-exclusion probability (parent pair):               0.7304
Average non-exclusion probability (identity):                  0.3954
Average non-exclusion probability (sib identity):              0.6172


**** Locus dDocent_Contig_19154_85 ****

Allele  Count    Hets     Homs     Freq  
     1     2532      864      834  0.7128
     2     1020      864       78  0.2872

Number of individuals typed:                                1776
  Heterozygotes:                                             864
  Homozygotes:                                               912
Number of alleles:                                             2
Observed heterozygosity:                                       0.4865
Expected heterozygosity:                                       0.4095
Polymorphic information content (PIC):                         0.3256
Average non-exclusion probability (first parent):              0.9162
Average non-exclusion probability (second parent):             0.8372
Average non-exclusion probability (parent pair):               0.7486
Average non-exclusion probability (identity):                  0.4326
Average non-exclusion probability (sib identity):              0.6535


**** Locus dDocent_Contig_19154_109 ****

Allele  Count    Hets     Homs     Freq  
     1     1234     1230        2  0.3474
     2     2318     1230      544  0.6526

Number of individuals typed:                                1776
  Heterozygotes:                                            1230
  Homozygotes:                                               546
Number of alleles:                                             2
Observed heterozygosity:                                       0.6926
Expected heterozygosity:                                       0.4536
Polymorphic information content (PIC):                         0.3506
Average non-exclusion probability (first parent):              0.8972
Average non-exclusion probability (second parent):             0.8247
Average non-exclusion probability (parent pair):               0.7336
Average non-exclusion probability (identity):                  0.4015
