Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 12/20/2016 4:40:53 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI


**** Locus dDocent_Contig_29634_59 ****

Allele  Count    Hets     Homs     Freq  
     1     1477      851      313  0.4339
     2     1927      851      538  0.5661

Number of individuals typed:                                1702
  Heterozygotes:                                             851
  Homozygotes:                                               851
Number of alleles:                                             2
Observed heterozygosity:                                       0.5000
Expected heterozygosity:                                       0.4914
Polymorphic information content (PIC):                         0.3706
Average non-exclusion probability (first parent):              0.8793
Average non-exclusion probability (second parent):             0.8147
Average non-exclusion probability (parent pair):               0.7215
Average non-exclusion probability (identity):                  0.3795
Average non-exclusion probability (sib identity):              0.5992


**** Locus dDocent_Contig_29791_59 ****

Allele  Count    Hets     Homs     Freq  
     1     2046      806      620  0.5982
     2     1374      806      284  0.4018

Number of individuals typed:                                1710
  Heterozygotes:                                             806
  Homozygotes:                                               904
Number of alleles:                                             2
Observed heterozygosity:                                       0.4713
Expected heterozygosity:                                       0.4808
Polymorphic information content (PIC):                         0.3652
Average non-exclusion probability (first parent):              0.8845
Average non-exclusion probability (second parent):             0.8174
Average non-exclusion probability (parent pair):               0.7248
Average non-exclusion probability (identity):                  0.3852
Average non-exclusion probability (sib identity):              0.6060


**** Locus dDocent_Contig_29926_109 ****

Allele  Count    Hets     Homs     Freq  
     1     1915      851      532  0.5603
     2     1503      851      326  0.4397

Number of individuals typed:                                1709
  Heterozygotes:                                             851
  Homozygotes:                                               858
Number of alleles:                                             2
Observed heterozygosity:                                       0.4980
Expected heterozygosity:                                       0.4929
Polymorphic information content (PIC):                         0.3713
Average non-exclusion probability (first parent):              0.8786
Average non-exclusion probability (second parent):             0.8143
Average non-exclusion probability (parent pair):               0.7210
Average non-exclusion probability (identity):                  0.3787
Average non-exclusion probability (sib identity):              0.5983


**** Locus dDocent_Contig_30095_100 ****

Allele  Count    Hets     Homs     Freq  
     1     1686      832      427  0.4950
     2     1720      832      444  0.5050

Number of individuals typed:                                1703
  Heterozygotes:                                             832
  Homozygotes:                                               871
Number of alleles:                                             2
Observed heterozygosity:                                       0.4885
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938


**** Locus dDocent_Contig_30125_69 ****

Allele  Count    Hets     Homs     Freq  
     1     1666      870      398  0.4857
     2     1764      870      447  0.5143

Number of individuals typed:                                1715
  Heterozygotes:                                             870
  Homozygotes:                                               845
Number of alleles:                                             2
Observed heterozygosity:                                       0.5073
Expected heterozygosity:                                       0.4997
Polymorphic information content (PIC):                         0.3748
Average non-exclusion probability (first parent):              0.8752
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7189
Average non-exclusion probability (identity):                  0.3752
Average non-exclusion probability (sib identity):              0.5940


**** Locus dDocent_Contig_30437_9 ****

Allele  Count    Hets     Homs     Freq  
     1     1642      862      390  0.4829
     2     1758      862      448  0.5171

Number of individuals typed:                                1700
  Heterozygotes:                                             862
  Homozygotes:                                               838
Number of alleles:                                             2
Observed heterozygosity:                                       0.5071
Expected heterozygosity:                                       0.4996
Polymorphic information content (PIC):                         0.3747
Average non-exclusion probability (first parent):              0.8753
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7189
Average non-exclusion probability (identity):                  0.3753
Average non-exclusion probability (sib identity):              0.5941


**** Locus dDocent_Contig_30443_105 ****

Allele  Count    Hets     Homs     Freq  
     1     1553      841      356  0.4522
     2     1881      841      520  0.5478

Number of individuals typed:                                1717
  Heterozygotes:                                             841
  Homozygotes:                                               876
Number of alleles:                                             2
Observed heterozygosity:                                       0.4898
Expected heterozygosity:                                       0.4956
Polymorphic information content (PIC):                         0.3727
Average non-exclusion probability (first parent):              0.8773
Average non-exclusion probability (second parent):             0.8136
Average non-exclusion probability (parent pair):               0.7202
Average non-exclusion probability (identity):                  0.3773
Average non-exclusion probability (sib identity):              0.5966


**** Locus dDocent_Contig_30446_63 ****

Allele  Count    Hets     Homs     Freq  
     1     1976      802      587  0.5764
     2     1452      802      325  0.4236

Number of individuals typed:                                1714
  Heterozygotes:                                             802
  Homozygotes:                                               912
Number of alleles:                                             2
Observed heterozygosity:                                       0.4679
Expected heterozygosity:                                       0.4885
Polymorphic information content (PIC):                         0.3691
Average non-exclusion probability (first parent):              0.8808
Average non-exclusion probability (second parent):             0.8155
Average non-exclusion probability (parent pair):               0.7224
Average non-exclusion probability (identity):                  0.3810
Average non-exclusion probability (sib identity):              0.6011


**** Locus dDocent_Contig_30543_133 ****

Allele  Count    Hets     Homs     Freq  
     1     1339      767      286  0.3938
     2     2061      767      647  0.6062

Number of individuals typed:                                1700
  Heterozygotes:                                             767
  Homozygotes:                                               933
Number of alleles:                                             2
Observed heterozygosity:                                       0.4512
Expected heterozygosity:                                       0.4776
Polymorphic information content (PIC):                         0.3635
Average non-exclusion probability (first parent):              0.8860
Average non-exclusion probability (second parent):             0.8183
Average non-exclusion probability (parent pair):               0.7259
Average non-exclusion probability (identity):                  0.3870
Average non-exclusion probability (sib identity):              0.6080


**** Locus dDocent_Contig_30588_133 ****

Allele  Count    Hets     Homs     Freq  
     1     1843      741      551  0.5417
     2     1559      741      409  0.4583

Number of individuals typed:                                1701
  Heterozygotes:                                             741
  Homozygotes:                                               960
Number of alleles:                                             2
Observed heterozygosity:                                       0.4356
Expected heterozygosity:                                       0.4967
Polymorphic information content (PIC):                         0.3733
Average non-exclusion probability (first parent):              0.8767
Average non-exclusion probability (second parent):             0.8134
Average non-exclusion probability (parent pair):               0.7198
Average non-exclusion probability (identity):                  0.3768
Average non-exclusion probability (sib identity):              0.5959


**** Locus dDocent_Contig_30593_43 ****

Allele  Count    Hets     Homs     Freq  
     1     1695      799      448  0.4994
     2     1699      799      450  0.5006

Number of individuals typed:                                1697
  Heterozygotes:                                             799
  Homozygotes:                                               898
Number of alleles:                                             2
Observed heterozygosity:                                       0.4708
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938


**** Locus dDocent_Contig_30726_60 ****

Allele  Count    Hets     Homs     Freq  
     1     1399      775      312  0.4156
     2     1967      775      596  0.5844

Number of individuals typed:                                1683
  Heterozygotes:                                             775
  Homozygotes:                                               908
Number of alleles:                                             2
Observed heterozygosity:                                       0.4605
Expected heterozygosity:                                       0.4859
Polymorphic information content (PIC):                         0.3678
Average non-exclusion probability (first parent):              0.8820
Average non-exclusion probability (second parent):             0.8161
Average non-exclusion probability (parent pair):               0.7232
Average non-exclusion probability (identity):                  0.3824
Average non-exclusion probability (sib identity):              0.6027


**** Locus dDocent_Contig_30863_109 ****

Allele  Count    Hets     Homs     Freq  
     1     2016      814      601  0.5884
     2     1410      814      298  0.4116

Number of individuals typed:                                1713
  Heterozygotes:                                             814
  Homozygotes:                                               899
Number of alleles:                                             2
Observed heterozygosity:                                       0.4752
Expected heterozygosity:                                       0.4845
Polymorphic information content (PIC):                         0.3671
Average non-exclusion probability (first parent):              0.8827
Average non-exclusion probability (second parent):             0.8165
Average non-exclusion probability (parent pair):               0.7237
Average non-exclusion probability (identity):                  0.3832
Average non-exclusion probability (sib identity):              0.6036


**** Locus dDocent_Contig_30870_76 ****

Allele  Count    Hets     Homs     Freq  
     1     1507      823      342  0.4427
     2     1897      823      537  0.5573

Number of individuals typed:                                1702
  Heterozygotes:                                             823
  Homozygotes:                                               879
Number of alleles:                                             2
Observed heterozygosity:                                       0.4835
Expected heterozygosity:                                       0.4936
Polymorphic information content (PIC):                         0.3717
Average non-exclusion probability (first parent):              0.8783
Average non-exclusion probability (second parent):             0.8142
Average non-exclusion probability (parent pair):               0.7208
Average non-exclusion probability (identity):                  0.3783
Average non-exclusion probability (sib identity):              0.5979


**** Locus dDocent_Contig_30933_52 ****

Allele  Count    Hets     Homs     Freq  
     1     1395      765      315  0.4117
     2     1993      765      614  0.5883

Number of individuals typed:                                1694
  Heterozygotes:                                             765
  Homozygotes:                                               929
Number of alleles:                                             2
Observed heterozygosity:                                       0.4516
Expected heterozygosity:                                       0.4846
Polymorphic information content (PIC):                         0.3671
Average non-exclusion probability (first parent):              0.8827
Average non-exclusion probability (second parent):             0.8165
Average non-exclusion probability (parent pair):               0.7237
Average non-exclusion probability (identity):                  0.3832
Average non-exclusion probability (sib identity):              0.6036


**** Locus dDocent_Contig_30975_7 ****

Allele  Count    Hets     Homs     Freq  
     1     1694      822      436  0.5015
     2     1684      822      431  0.4985

Number of individuals typed:                                1689
  Heterozygotes:                                             822
  Homozygotes:                                               867
Number of alleles:                                             2
Observed heterozygosity:                                       0.4867
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938


**** Locus dDocent_Contig_30998_132 ****

Allele  Count    Hets     Homs     Freq  
     1     1508      822      343  0.4415
     2     1908      822      543  0.5585

Number of individuals typed:                                1708
  Heterozygotes:                                             822
  Homozygotes:                                               886
Number of alleles:                                             2
Observed heterozygosity:                                       0.4813
Expected heterozygosity:                                       0.4933
Polymorphic information content (PIC):                         0.3715
Average non-exclusion probability (first parent):              0.8784
Average non-exclusion probability (second parent):             0.8142
Average non-exclusion probability (parent pair):               0.7209
Average non-exclusion probability (identity):                  0.3785
Average non-exclusion probability (sib identity):              0.5981


**** Locus dDocent_Contig_31157_62 ****

Allele  Count    Hets     Homs     Freq  
     1     1475      813      331  0.4326
     2     1935      813      561  0.5674

Number of individuals typed:                                1705
  Heterozygotes:                                             813
  Homozygotes:                                               892
Number of alleles:                                             2
Observed heterozygosity:                                       0.4768
Expected heterozygosity:                                       0.4910
Polymorphic information content (PIC):                         0.3704
Average non-exclusion probability (first parent):              0.8795
Average non-exclusion probability (second parent):             0.8148
Average non-exclusion probability (parent pair):               0.7216
Average non-exclusion probability (identity):                  0.3797
Average non-exclusion probability (sib identity):              0.5995


**** Locus dDocent_Contig_31250_36 ****

Allele  Count    Hets     Homs     Freq  
     1     1458      784      337  0.4291
     2     1940      784      578  0.5709

Number of individuals typed:                                1699
  Heterozygotes:                                             784
  Homozygotes:                                               915
Number of alleles:                                             2
Observed heterozygosity:                                       0.4614
Expected heterozygosity:                                       0.4901
Polymorphic information content (PIC):                         0.3699
Average non-exclusion probability (first parent):              0.8800
Average non-exclusion probability (second parent):             0.8150
Average non-exclusion probability (parent pair):               0.7219
Average non-exclusion probability (identity):                  0.3802
Average non-exclusion probability (sib identity):              0.6001


**** Locus dDocent_Contig_31421_130 ****

Allele  Count    Hets     Homs     Freq  
     1     1935      805      565  0.5665
     2     1481      805      338  0.4335

Number of individuals typed:                                1708
  Heterozygotes:                                             805
  Homozygotes:                                               903
Number of alleles:                                             2
Observed heterozygosity:                                       0.4713
Expected heterozygosity:                                       0.4913
Polymorphic information content (PIC):                         0.3705
Average non-exclusion probability (first parent):              0.8794
Average non-exclusion probability (second parent):             0.8147
Average non-exclusion probability (parent pair):               0.7215
Average non-exclusion probability (identity):                  0.3795
Average non-exclusion probability (sib identity):              0.5993


**** Locus dDocent_Contig_31436_61 ****

Allele  Count    Hets     Homs     Freq  
     1     1998      810      594  0.5842
     2     1422      810      306  0.4158

Number of individuals typed:                                1710
  Heterozygotes:                                             810
  Homozygotes:                                               900
Number of alleles:                                             2
Observed heterozygosity:                                       0.4737
Expected heterozygosity:                                       0.4860
Polymorphic information content (PIC):                         0.3678
Average non-exclusion probability (first parent):              0.8820
Average non-exclusion probability (second parent):             0.8161
Average non-exclusion probability (parent pair):               0.7232
Average non-exclusion probability (identity):                  0.3824
Average non-exclusion probability (sib identity):              0.6027


**** Locus dDocent_Contig_31851_84 ****

Allele  Count    Hets     Homs     Freq  
     1     1973      785      594  0.5810
     2     1423      785      319  0.4190

Number of individuals typed:                                1698
  Heterozygotes:                                             785
  Homozygotes:                                               913
Number of alleles:                                             2
Observed heterozygosity:                                       0.4623
Expected heterozygosity:                                       0.4870
Polymorphic information content (PIC):                         0.3684
Average non-exclusion probability (first parent):              0.8815
Average non-exclusion probability (second parent):             0.8158
Average non-exclusion probability (parent pair):               0.7229
Average non-exclusion probability (identity):                  0.3818
Average non-exclusion probability (sib identity):              0.6020


**** Locus dDocent_Contig_31851_143 ****

Allele  Count    Hets     Homs     Freq  
     1     1510      798      356  0.4452
     2     1882      798      542  0.5548

Number of individuals typed:                                1696
  Heterozygotes:                                             798
  Homozygotes:                                               898
Number of alleles:                                             2
Observed heterozygosity:                                       0.4705
Expected heterozygosity:                                       0.4941
Polymorphic information content (PIC):                         0.3720
Average non-exclusion probability (first parent):              0.8780
Average non-exclusion probability (second parent):             0.8140
Average non-exclusion probability (parent pair):               0.7206
Average non-exclusion probability (identity):                  0.3781
Average non-exclusion probability (sib identity):              0.5975


**** Locus dDocent_Contig_31926_136 ****

Allele  Count    Hets     Homs     Freq  
     1     1449      847      301  0.4229
     2     1977      847      565  0.5771

Number of individuals typed:                                1713
  Heterozygotes:                                             847
  Homozygotes:                                               866
Number of alleles:                                             2
Observed heterozygosity:                                       0.4945
Expected heterozygosity:                                       0.4883
Polymorphic information content (PIC):                         0.3690
Average non-exclusion probability (first parent):              0.8809
Average non-exclusion probability (second parent):             0.8155
Average non-exclusion probability (parent pair):               0.7225
Average non-exclusion probability (identity):                  0.3811
Average non-exclusion probability (sib identity):              0.6012


**** Locus dDocent_Contig_32030_40 ****

Allele  Count    Hets     Homs     Freq  
     1     1661      783      439  0.4908
     2     1723      783      470  0.5092

Number of individuals typed:                                1692
  Heterozygotes:                                             783
  Homozygotes:                                               909
Number of alleles:                                             2
Observed heterozygosity:                                       0.4628
Expected heterozygosity:                                       0.5000
Polymorphic information content (PIC):                         0.3749
Average non-exclusion probability (first parent):              0.8751
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3751
Average non-exclusion probability (sib identity):              0.5939


**** Locus dDocent_Contig_32055_11 ****

Allele  Count    Hets     Homs     Freq  
     1     1676      796      440  0.4935
     2     1720      796      462  0.5065

Number of individuals typed:                                1698
  Heterozygotes:                                             796
  Homozygotes:                                               902
Number of alleles:                                             2
Observed heterozygosity:                                       0.4688
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938


**** Locus dDocent_Contig_32385_26 ****

Allele  Count    Hets     Homs     Freq  
     1     1431      803      314  0.4209
     2     1969      803      583  0.5791

Number of individuals typed:                                1700
  Heterozygotes:                                             803
  Homozygotes:                                               897
Number of alleles:                                             2
Observed heterozygosity:                                       0.4724
Expected heterozygosity:                                       0.4876
Polymorphic information content (PIC):                         0.3687
Average non-exclusion probability (first parent):              0.8812
Average non-exclusion probability (second parent):             0.8157
Average non-exclusion probability (parent pair):               0.7227
Average non-exclusion probability (identity):                  0.3815
Average non-exclusion probability (sib identity):              0.6016


**** Locus dDocent_Contig_32391_25 ****

Allele  Count    Hets     Homs     Freq  
     1     1601      847      377  0.4665
     2     1831      847      492  0.5335

Number of individuals typed:                                1716
  Heterozygotes:                                             847
  Homozygotes:                                               869
Number of alleles:                                             2
Observed heterozygosity:                                       0.4936
Expected heterozygosity:                                       0.4979
Polymorphic information content (PIC):                         0.3739
Average non-exclusion probability (first parent):              0.8761
Average non-exclusion probability (second parent):             0.8131
Average non-exclusion probability (parent pair):               0.7195
Average non-exclusion probability (identity):                  0.3761
Average non-exclusion probability (sib identity):              0.5952


**** Locus dDocent_Contig_32491_26 ****

Allele  Count    Hets     Homs     Freq  
     1     1526      830      348  0.4494
     2     1870      830      520  0.5506

Number of individuals typed:                                1698
  Heterozygotes:                                             830
  Homozygotes:                                               868
Number of alleles:                                             2
Observed heterozygosity:                                       0.4888
Expected heterozygosity:                                       0.4950
Polymorphic information content (PIC):                         0.3724
Average non-exclusion probability (first parent):              0.8776
Average non-exclusion probability (second parent):             0.8138
Average non-exclusion probability (parent pair):               0.7204
Average non-exclusion probability (identity):                  0.3776
Average non-exclusion probability (sib identity):              0.5970


**** Locus dDocent_Contig_32491_104 ****

Allele  Count    Hets     Homs     Freq  
     1     1485      795      345  0.4373
     2     1911      795      558  0.5627

Number of individuals typed:                                1698
  Heterozygotes:                                             795
  Homozygotes:                                               903
Number of alleles:                                             2
Observed heterozygosity:                                       0.4682
Expected heterozygosity:                                       0.4923
Polymorphic information content (PIC):                         0.3710
Average non-exclusion probability (first parent):              0.8789
Average non-exclusion probability (second parent):             0.8145
Average non-exclusion probability (parent pair):               0.7212
Average non-exclusion probability (identity):                  0.3790
Average non-exclusion probability (sib identity):              0.5987


**** Locus dDocent_Contig_32617_116 ****

Allele  Count    Hets     Homs     Freq  
     1     1971      823      574  0.5767
     2     1447      823      312  0.4233

Number of individuals typed:                                1709
  Heterozygotes:                                             823
  Homozygotes:                                               886
Number of alleles:                                             2
Observed heterozygosity:                                       0.4816
Expected heterozygosity:                                       0.4884
Polymorphic information content (PIC):                         0.3691
Average non-exclusion probability (first parent):              0.8808
Average non-exclusion probability (second parent):             0.8155
Average non-exclusion probability (parent pair):               0.7224
Average non-exclusion probability (identity):                  0.3811
Average non-exclusion probability (sib identity):              0.6011


**** Locus dDocent_Contig_32617_121 ****

Allele  Count    Hets     Homs     Freq  
     1     1632      866      383  0.4775
     2     1786      866      460  0.5225

Number of individuals typed:                                1709
  Heterozygotes:                                             866
  Homozygotes:                                               843
Number of alleles:                                             2
Observed heterozygosity:                                       0.5067
Expected heterozygosity:                                       0.4991
Polymorphic information content (PIC):                         0.3745
Average non-exclusion probability (first parent):              0.8755
Average non-exclusion probability (second parent):             0.8128
Average non-exclusion probability (parent pair):               0.7191
Average non-exclusion probability (identity):                  0.3755
Average non-exclusion probability (sib identity):              0.5944


**** Locus dDocent_Contig_32856_86 ****

Allele  Count    Hets     Homs     Freq  
     1     2007      827      590  0.5906
     2     1391      827      282  0.4094

Number of individuals typed:                                1699
  Heterozygotes:                                             827
  Homozygotes:                                               872
Number of alleles:                                             2
Observed heterozygosity:                                       0.4868
Expected heterozygosity:                                       0.4837
Polymorphic information content (PIC):                         0.3666
Average non-exclusion probability (first parent):              0.8831
Average non-exclusion probability (second parent):             0.8167
Average non-exclusion probability (parent pair):               0.7239
Average non-exclusion probability (identity):                  0.3836
Average non-exclusion probability (sib identity):              0.6041


**** Locus dDocent_Contig_33071_31 ****

Allele  Count    Hets     Homs     Freq  
     1     1458      798      330  0.4326
     2     1912      798      557  0.5674

Number of individuals typed:                                1685
  Heterozygotes:                                             798
  Homozygotes:                                               887
Number of alleles:                                             2
Observed heterozygosity:                                       0.4736
Expected heterozygosity:                                       0.4911
Polymorphic information content (PIC):                         0.3704
Average non-exclusion probability (first parent):              0.8795
Average non-exclusion probability (second parent):             0.8148
Average non-exclusion probability (parent pair):               0.7216
Average non-exclusion probability (identity):                  0.3797
Average non-exclusion probability (sib identity):              0.5995


**** Locus dDocent_Contig_33071_73 ****

Allele  Count    Hets     Homs     Freq  
     1     1641      809      416  0.4869
     2     1729      809      460  0.5131

Number of individuals typed:                                1685
  Heterozygotes:                                             809
  Homozygotes:                                               876
Number of alleles:                                             2
Observed heterozygosity:                                       0.4801
Expected heterozygosity:                                       0.4998
Polymorphic information content (PIC):                         0.3748
Average non-exclusion probability (first parent):              0.8752
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7189
Average non-exclusion probability (identity):                  0.3752
Average non-exclusion probability (sib identity):              0.5940


**** Locus dDocent_Contig_33083_73 ****

Allele  Count    Hets     Homs     Freq  
     1     1629      757      436  0.4797
     2     1767      757      505  0.5203

Number of individuals typed:                                1698
  Heterozygotes:                                             757
  Homozygotes:                                               941
Number of alleles:                                             2
Observed heterozygosity:                                       0.4458
Expected heterozygosity:                                       0.4993
Polymorphic information content (PIC):                         0.3746
Average non-exclusion probability (first parent):              0.8754
Average non-exclusion probability (second parent):             0.8127
Average non-exclusion probability (parent pair):               0.7190
Average non-exclusion probability (identity):                  0.3754
Average non-exclusion probability (sib identity):              0.5943


**** Locus dDocent_Contig_33083_98 ****

Allele  Count    Hets     Homs     Freq  
     1     1503      747      378  0.4426
     2     1893      747      573  0.5574

Number of individuals typed:                                1698
  Heterozygotes:                                             747
  Homozygotes:                                               951
Number of alleles:                                             2
Observed heterozygosity:                                       0.4399
Expected heterozygosity:                                       0.4936
Polymorphic information content (PIC):                         0.3717
Average non-exclusion probability (first parent):              0.8783
Average non-exclusion probability (second parent):             0.8142
Average non-exclusion probability (parent pair):               0.7208
Average non-exclusion probability (identity):                  0.3784
Average non-exclusion probability (sib identity):              0.5979


**** Locus dDocent_Contig_33096_52 ****

Allele  Count    Hets     Homs     Freq  
     1     1599      849      375  0.4708
     2     1797      849      474  0.5292

Number of individuals typed:                                1698
  Heterozygotes:                                             849
  Homozygotes:                                               849
Number of alleles:                                             2
Observed heterozygosity:                                       0.5000
Expected heterozygosity:                                       0.4984
Polymorphic information content (PIC):                         0.3741
Average non-exclusion probability (first parent):              0.8758
Average non-exclusion probability (second parent):             0.8129
Average non-exclusion probability (parent pair):               0.7193
Average non-exclusion probability (identity):                  0.3759
Average non-exclusion probability (sib identity):              0.5948


**** Locus dDocent_Contig_33111_144 ****

Allele  Count    Hets     Homs     Freq  
     1     2027      819      604  0.5944
     2     1383      819      282  0.4056

Number of individuals typed:                                1705
  Heterozygotes:                                             819
  Homozygotes:                                               886
Number of alleles:                                             2
Observed heterozygosity:                                       0.4804
Expected heterozygosity:                                       0.4823
Polymorphic information content (PIC):                         0.3659
Average non-exclusion probability (first parent):              0.8838
Average non-exclusion probability (second parent):             0.8170
Average non-exclusion probability (parent pair):               0.7244
Average non-exclusion probability (identity):                  0.3844
Average non-exclusion probability (sib identity):              0.6050


**** Locus dDocent_Contig_33157_109 ****

Allele  Count    Hets     Homs     Freq  
     1     1575      841      367  0.4619
     2     1835      841      497  0.5381

Number of individuals typed:                                1705
  Heterozygotes:                                             841
  Homozygotes:                                               864
Number of alleles:                                             2
Observed heterozygosity:                                       0.4933
Expected heterozygosity:                                       0.4972
Polymorphic information content (PIC):                         0.3735
Average non-exclusion probability (first parent):              0.8764
Average non-exclusion probability (second parent):             0.8132
Average non-exclusion probability (parent pair):               0.7197
Average non-exclusion probability (identity):                  0.3765
Average non-exclusion probability (sib identity):              0.5956


**** Locus dDocent_Contig_33196_58 ****

Allele  Count    Hets     Homs     Freq  
     1     1509      819      345  0.4407
     2     1915      819      548  0.5593

Number of individuals typed:                                1712
  Heterozygotes:                                             819
  Homozygotes:                                               893
Number of alleles:                                             2
Observed heterozygosity:                                       0.4784
Expected heterozygosity:                                       0.4931
Polymorphic information content (PIC):                         0.3715
Average non-exclusion probability (first parent):              0.8785
Average non-exclusion probability (second parent):             0.8143
Average non-exclusion probability (parent pair):               0.7210
Average non-exclusion probability (identity):                  0.3786
Average non-exclusion probability (sib identity):              0.5982


**** Locus dDocent_Contig_33326_90 ****

Allele  Count    Hets     Homs     Freq  
     1     1457      793      332  0.4278
     2     1949      793      578  0.5722

Number of individuals typed:                                1703
  Heterozygotes:                                             793
  Homozygotes:                                               910
Number of alleles:                                             2
Observed heterozygosity:                                       0.4656
Expected heterozygosity:                                       0.4897
Polymorphic information content (PIC):                         0.3697
Average non-exclusion probability (first parent):              0.8802
Average non-exclusion probability (second parent):             0.8151
Average non-exclusion probability (parent pair):               0.7220
Average non-exclusion probability (identity):                  0.3804
Average non-exclusion probability (sib identity):              0.6003


**** Locus dDocent_Contig_33326_91 ****

Allele  Count    Hets     Homs     Freq  
     1     1457      793      332  0.4278
     2     1949      793      578  0.5722

Number of individuals typed:                                1703
  Heterozygotes:                                             793
  Homozygotes:                                               910
Number of alleles:                                             2
Observed heterozygosity:                                       0.4656
Expected heterozygosity:                                       0.4897
Polymorphic information content (PIC):                         0.3697
Average non-exclusion probability (first parent):              0.8802
Average non-exclusion probability (second parent):             0.8151
Average non-exclusion probability (parent pair):               0.7220
Average non-exclusion probability (identity):                  0.3804
Average non-exclusion probability (sib identity):              0.6003


**** Locus dDocent_Contig_33342_22 ****

Allele  Count    Hets     Homs     Freq  
     1     1965      845      560  0.5746
     2     1455      845      305  0.4254

Number of individuals typed:                                1710
  Heterozygotes:                                             845
  Homozygotes:                                               865
Number of alleles:                                             2
Observed heterozygosity:                                       0.4942
Expected heterozygosity:                                       0.4890
Polymorphic information content (PIC):                         0.3694
Average non-exclusion probability (first parent):              0.8805
Average non-exclusion probability (second parent):             0.8153
Average non-exclusion probability (parent pair):               0.7222
Average non-exclusion probability (identity):                  0.3807
Average non-exclusion probability (sib identity):              0.6007


**** Locus dDocent_Contig_33490_110 ****

Allele  Count    Hets     Homs     Freq  
     1     2017      797      610  0.5891
     2     1407      797      305  0.4109

Number of individuals typed:                                1712
  Heterozygotes:                                             797
  Homozygotes:                                               915
Number of alleles:                                             2
Observed heterozygosity:                                       0.4655
Expected heterozygosity:                                       0.4843
